205(367|{-0.526188,-0.847175,-0.712976},15|{-0.55557,-0.83147,1})       203(15|{-0.55557,-0.83147,1},367|{-0.526188,-0.847175,-0.712976})
207(374|{-0.546828,-0.836143,-0.318639},15|{-0.55557,-0.83147,1})       206(15|{-0.55557,-0.83147,1},374|{-0.546828,-0.836143,-0.318639})
285(393|{-0.56596,-0.822943,0.0752655},15|{-0.55557,-0.83147,1})        284(15|{-0.55557,-0.83147,1},393|{-0.56596,-0.822943,0.0752655})
296(143|{-0.773819,-0.625818,0.0728616},16|{-0.707107,-0.707107,1})     298(16|{-0.707107,-0.707107,1},143|{-0.773819,-0.625818,0.0728616})
46(145|{-0.636826,-0.764785,0.0724196},16|{-0.707107,-0.707107,1})      289(16|{-0.707107,-0.707107,1},145|{-0.636826,-0.764785,0.0724196})
297(161|{-0.707107,-0.707107,0.0695971},16|{-0.707107,-0.707107,1})     36(16|{-0.707107,-0.707107,1},161|{-0.707107,-0.707107,0.0695971})
48(387|{-0.664639,-0.741959,0.0713026},16|{-0.707107,-0.707107,1})      47(16|{-0.707107,-0.707107,1},387|{-0.664639,-0.741959,0.0713026})
38(388|{-0.707107,-0.707107,0.0695971},16|{-0.707107,-0.707107,1})      49(16|{-0.707107,-0.707107,1},388|{-0.707107,-0.707107,0.0695971})
288(393|{-0.56596,-0.822943,0.0752655},16|{-0.707107,-0.707107,1})      287(16|{-0.707107,-0.707107,1},393|{-0.56596,-0.822943,0.0752655})
306(18|{-0.748323,-0.500013,1},17|{-0.636396,-0.636396,1})      332(17|{-0.636396,-0.636396,1},18|{-0.748323,-0.500013,1})
333(19|{-0.500013,-0.748323,1},17|{-0.636396,-0.636396,1})      315(17|{-0.636396,-0.636396,1},19|{-0.500013,-0.748323,1})
67(147|{-0.688701,-0.572662,0.0653711},17|{-0.636396,-0.636396,1})      307(17|{-0.636396,-0.636396,1},147|{-0.688701,-0.572662,0.0653711})
317(149|{-0.563735,-0.696027,0.0655462},17|{-0.636396,-0.636396,1})     319(17|{-0.636396,-0.636396,1},149|{-0.563735,-0.696027,0.0655462})
318(165|{-0.636396,-0.636396,0.0641219},17|{-0.636396,-0.636396,1})     54(17|{-0.636396,-0.636396,1},165|{-0.636396,-0.636396,0.0641219})
69(383|{-0.641306,-0.630414,0.0642391},17|{-0.636396,-0.636396,1})      68(17|{-0.636396,-0.636396,1},383|{-0.641306,-0.630414,0.0642391})
56(385|{-0.636396,-0.636396,0.0641219},17|{-0.636396,-0.636396,1})      70(17|{-0.636396,-0.636396,1},385|{-0.636396,-0.636396,0.0641219})
353(21|{-0.831492,-0.344415,1},18|{-0.748323,-0.500013,1})      406(18|{-0.748323,-0.500013,1},21|{-0.831492,-0.344415,1})
405(22|{-0.980785,-0.19509,1},18|{-0.748323,-0.500013,1})       326(18|{-0.748323,-0.500013,1},22|{-0.980785,-0.19509,1})
308(147|{-0.688701,-0.572662,0.0653711},18|{-0.748323,-0.500013,1})     310(18|{-0.748323,-0.500013,1},147|{-0.688701,-0.572662,0.0653711})
304(163|{-0.748323,-0.500013,-0.136445},18|{-0.748323,-0.500013,1})     142(18|{-0.748323,-0.500013,1},163|{-0.748323,-0.500013,-0.136445})
